Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.0600,7.45,6.28,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Maharashtra,Nandurbar,West,India,19-09-2012,21-09-2012,-36.23,6,47.26
High,0.0400,6.48,9.54,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Khandwa,West,India,22-09-2012,23-09-2012,-189.33,17,114.76
High,0.0900,15.42,10.68,Express Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Khandwa,West,India,22-09-2012,22-09-2012,-185.80,16,236.50
High,0.0200,131.12,0.99,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,West Bengal,Jangipur,East,India,23-09-2012,23-09-2012,211.73,4,529.41
High,0.0900,6.48,7.86,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,West Bengal,Jangipur,East,India,23-09-2012,25-09-2012,-64.50,7,46.04
Low,0.0600,31.78,1.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Satna,West,India,24-09-2012,28-09-2012,436.98,20,633.31
High,0.0600,4.98,5.02,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Satna,West,India,24-09-2012,26-09-2012,-11.36,1,6.45
High,0.0600,16.99,8.99,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Satna,West,India,24-09-2012,28-09-2012,-91.31,17,286.73
Low,0.0001,209.37,69.00,Regular Air,Restaurant Chain,Preserved Food,Jams,Large Box,Madhya Pradesh,Satna,West,India,24-09-2012,03-10-2012,-626.45,9,2011.23
High,0.0600,95.99,4.90,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Rajasthan,Bhilwara,West,India,27-09-2012,29-09-2012,-167.89,3,236.99
High,0.1000,21.98,2.87,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Bhind,West,India,28-09-2012,02-10-2012,183.48,20,412.90
High,0.0500,90.48,19.99,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Tamil Nadu,Tenkasi,South,India,28-09-2012,05-10-2012,1340.07,24,2093.36
Low,0.0300,1.76,4.86,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Box,Bihar,Khagaria,North,India,28-09-2012,02-10-2012,2497.19,22,42.13
High,0.0900,18.97,9.03,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Bhagalpur,North,India,01-10-2012,03-10-2012,13.58,19,355.17
High,0.1000,6.48,9.68,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Mandla,West,India,01-10-2012,01-10-2012,-110.34,8,51.50
Critical,0.0600,85.99,1.25,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,Madhya Pradesh,Mandla,West,India,01-10-2012,03-10-2012,460.05,10,714.54
High,0.0500,1.68,0.70,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Bihar,Supaul,North,India,02-10-2012,06-10-2012,-720.92,22,36.86
High,0.0400,8.45,7.77,Regular Air,Restaurant Chain,Processed Meat,Pacific Squid,Small Pack,Madhya Pradesh,Sagar,West,India,03-10-2012,05-10-2012,-242.36,25,206.69
Critical,0.0400,115.99,4.23,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Sagar,West,India,03-10-2012,05-10-2012,223.05,8,810.18
Critical,0.0600,130.98,30.00,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Bihar,Nawada,North,India,03-10-2012,03-10-2012,13.19,5,672.34
High,0.0800,10.23,4.68,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Small Pack,Madhya Pradesh,Mandsaur,West,India,04-10-2012,06-10-2012,66.95,23,229.63
Medium,0.0400,195.99,4.20,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Tirunelveli,South,India,06-10-2012,07-10-2012,-513.71,3,490.04
High,0.0100,6.48,5.14,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Jalna,West,India,09-10-2012,10-10-2012,-119.45,20,136.01
High,0.0200,10.23,4.68,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Small Pack,Maharashtra,Jalna,West,India,09-10-2012,11-10-2012,67.04,8,85.75
Medium,0.1000,4.77,2.39,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,West Bengal,Jangipur,East,India,10-10-2012,12-10-2012,-23.90,2,10.13
High,0.0100,2.21,1.12,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Jangipur,East,India,10-10-2012,12-10-2012,-5.01,11,26.31
Low,0.0900,209.84,21.21,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,West Bengal,Diamond Harbour,East,India,11-10-2012,15-10-2012,2820.88,24,4776.61
Not Specified,0.0500,8.32,2.38,Express Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Karnataka,Belgaum,South,India,12-10-2012,13-10-2012,-132.43,16,135.10
High,0.0100,14.27,7.27,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,13-10-2012,15-10-2012,29.14,49,761.87
High,0.1000,10.14,2.27,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Kerala,Kannur,South,India,13-10-2012,15-10-2012,30.74,13,120.96
High,0.0300,12.97,1.49,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Maharashtra,Latur,West,India,15-10-2012,17-10-2012,-34.83,6,87.69
High,0.0500,279.81,23.19,Delivery Truck,Restaurant Chain,Processed Meat,Jelly Fish,Jumbo Drum,Kerala,Alleppey,South,India,16-10-2012,18-10-2012,16332.41,15,4158.38
High,0.0200,65.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Kerala,Alleppey,South,India,16-10-2012,17-10-2012,974.22,18,1042.65
Low,0.0400,152.48,6.50,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Chhattisgarh,Kanker,North,India,16-10-2012,16-10-2012,-109.38,8,1241.31
High,0.0100,4.98,7.28,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Kanker,North,India,16-10-2012,21-10-2012,-238.25,14,75.99
High,0.0900,315.98,19.99,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Kerala,Trivandrum,South,India,17-10-2012,19-10-2012,525.34,9,2672.61
High,0.0700,101.41,35.00,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Large Box,Punjab,Bathinda,West,India,18-10-2012,20-10-2012,-286.87,3,323.07
Medium,0.0600,20.24,6.67,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Firozabad,North,India,18-10-2012,19-10-2012,646.28,8,161.63
Not Specified,0.0700,599.99,24.49,Regular Air,Personel Usage,Canned Foods,Wild Berry,Large Box,Assam,Barpeta,East,India,19-10-2012,20-10-2012,5973.25,21,11834.98
Not Specified,0.0200,135.99,28.63,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Assam,Dhubri,East,India,19-10-2012,21-10-2012,105.30,22,3092.54
Not Specified,0.0200,179.29,29.21,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Assam,Dhubri,East,India,19-10-2012,21-10-2012,-325.87,1,190.31
Not Specified,0.0700,200.98,23.76,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Telangana,Warangal,South,India,19-10-2012,21-10-2012,-733.64,16,3241.71
High,0.0100,12.28,6.47,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Telangana,Warangal,South,India,19-10-2012,19-10-2012,54.65,5,68.89
High,0.0700,3.98,2.97,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Varanasi,North,India,20-10-2012,23-10-2012,-11.49,5,20.60
Low,0.0500,212.60,52.20,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Assam,Abhayapuri,East,India,20-10-2012,24-10-2012,-102.64,1,181.96
Not Specified,0.0500,320.64,29.20,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,21-10-2012,22-10-2012,1408.09,49,12702.85
High,0.0800,21.38,8.99,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Rewa,West,India,21-10-2012,21-10-2012,-68.59,61,1289.52
High,0.0400,22.98,1.99,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,West Bengal,Tamluk,East,India,21-10-2012,23-10-2012,49.16,7,160.61
Low,0.1000,32.98,5.50,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Faizabad,North,India,21-10-2012,23-10-2012,-628.04,20,614.13
High,0.0700,65.99,3.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Gujarat,Rajkot,West,India,25-10-2012,26-10-2012,248.95,13,732.40
High,0.1000,2.88,0.99,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Chhindwara,West,India,26-10-2012,27-10-2012,-11.06,14,37.87
High,0.0500,3.75,7.50,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Karnataka,Koppal,South,India,26-10-2012,29-10-2012,-75.95,9,35.62
Critical,0.0001,8.09,7.96,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Kerala,Trichur,South,India,26-10-2012,26-10-2012,-171.27,23,204.57
Critical,0.0600,14.20,5.30,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Wrap Bag,Kerala,Trichur,South,India,26-10-2012,28-10-2012,33.41,11,161.11
High,0.0800,31.74,12.62,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Tamil Nadu,Cuddalore,South,India,28-10-2012,01-11-2012,201.51,24,742.04
High,0.0400,9.49,5.76,Regular Air,Restaurant Chain,Canned Foods,Sliced Pineapple,Medium Box,Maharashtra,Nandurbar,West,India,28-10-2012,29-10-2012,-29.89,1,12.54
Not Specified,0.0300,40.97,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Bihar,Muzaffarpur,North,India,28-10-2012,29-10-2012,-153.18,5,214.60
Low,0.0600,35.99,1.25,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,Uttar Pradesh,Machhlishahr,North,India,29-10-2012,03-11-2012,250.91,11,319.48
High,0.0900,4.98,4.86,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Chandrapur,West,India,30-10-2012,30-10-2012,-22.35,4,21.65
High,0.0300,5.78,5.37,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Chandrapur,West,India,30-10-2012,01-11-2012,-15.72,3,20.85
High,0.0800,2.62,0.80,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Punjab,Hoshiarpur,West,India,30-10-2012,03-11-2012,-158.31,13,33.30
High,0.0500,33.89,5.10,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Punjab,Hoshiarpur,West,India,30-10-2012,30-10-2012,1055.83,4,138.78
Medium,0.0900,65.99,5.63,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Thanjavur,South,India,30-10-2012,01-11-2012,274.35,16,851.68
High,0.0001,6.48,5.84,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Jhanjharpur,North,India,31-10-2012,02-11-2012,-79.60,59,393.81
High,0.0001,120.98,30.00,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Rajasthan,Bhilwara,West,India,01-11-2012,02-11-2012,139.46,31,4076.24
High,0.1000,209.84,21.21,Regular Air,Personel Usage,Preserved Food,Marmalade,Large Box,Rajasthan,Bhilwara,West,India,01-11-2012,02-11-2012,866.01,12,2329.77
Not Specified,0.0700,14.48,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Orissa,Sundargarh,East,India,02-11-2012,04-11-2012,98.03,18,251.37
Critical,0.0200,296.18,54.12,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Bihar,Buxar,North,India,02-11-2012,03-11-2012,1537.07,26,6497.47
Critical,0.0800,58.14,36.61,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Indore,West,India,02-11-2012,04-11-2012,70.30,16,955.12
Not Specified,0.0100,39.98,9.20,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Wrap Bag,Rajasthan,Jaipur,West,India,03-11-2012,05-11-2012,8.68,9,381.56
Critical,0.0700,40.99,8.97,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Small Box,Rajasthan,Ajmer,West,India,03-11-2012,04-11-2012,10.24,11,431.11
Critical,0.0500,150.98,16.01,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Unnao,North,India,03-11-2012,04-11-2012,770.00,19,2875.28
Not Specified,0.0900,45.99,4.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Sivaganga,South,India,05-11-2012,06-11-2012,24.19,8,299.74
Not Specified,0.0900,4.18,6.92,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,West Bengal,Bankura,East,India,05-11-2012,07-11-2012,-483.50,9,43.20
Critical,0.0800,7.70,3.68,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Wrap Bag,Tamil Nadu,Sivaganga,South,India,06-11-2012,07-11-2012,3.33,17,129.57
High,0.0100,162.93,19.99,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Uttar Pradesh,Ghaziabad,North,India,07-11-2012,08-11-2012,3081.02,139,23161.20
High,0.0100,162.93,19.99,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Uttar Pradesh,Chandauli,North,India,07-11-2012,08-11-2012,4024.05,35,5831.96
High,0.0900,20.89,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Orissa,Sundargarh,East,India,07-11-2012,10-11-2012,326.22,27,520.08
Critical,0.0300,4.82,5.72,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Madhya Pradesh,Damoh,West,India,10-11-2012,11-11-2012,28.85,37,179.64
Critical,0.0100,128.24,12.65,Express Air,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Medium Box,Punjab,Bathinda,West,India,12-11-2012,13-11-2012,3498.20,39,5069.86
High,0.0600,6.30,0.50,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Punjab,Bathinda,West,India,12-11-2012,14-11-2012,103.95,24,150.65
High,0.0100,1.76,0.70,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,13-11-2012,14-11-2012,-1.23,95,167.91
Not Specified,0.0700,45.99,4.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Rewa,West,India,13-11-2012,15-11-2012,-107.50,37,1359.41
Low,0.0600,6.24,5.22,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Uttar Pradesh,Farrukhabad,North,India,14-11-2012,14-11-2012,6.99,14,86.42
Low,0.0600,400.97,14.70,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Drum,Uttar Pradesh,Hardoi,North,India,15-11-2012,15-11-2012,-21.10,25,9517.03
Low,0.0700,217.85,29.10,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Hardoi,North,India,15-11-2012,19-11-2012,1.46,26,4318.55
Medium,0.0500,205.99,2.50,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Andhra Pradesh,Rajahmundry,South,India,16-11-2012,16-11-2012,914.08,7,1210.93
Low,0.0800,599.99,24.49,Regular Air,Hotels / Hospitals,Canned Foods,Wild Berry,Large Box,Madhya Pradesh,Morena,West,India,16-11-2012,23-11-2012,119.44,14,8346.10
Low,0.0800,40.97,14.45,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Large Box,Madhya Pradesh,Morena,West,India,16-11-2012,18-11-2012,239.03,39,1496.96
High,0.0100,6.48,6.00,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Morena,West,India,16-11-2012,20-11-2012,9.92,20,136.09
High,0.0700,4.98,4.72,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Hindupur,South,India,16-11-2012,18-11-2012,16.85,36,170.78
Not Specified,0.0100,195.99,4.20,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Andhra Pradesh,Hindupur,South,India,16-11-2012,18-11-2012,160.18,3,504.67
Critical,0.0900,115.99,5.92,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Rajasthan,Bharatpur,West,India,17-11-2012,18-11-2012,-29.96,22,2013.28
High,0.0200,30.98,17.08,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Jhanjharpur,North,India,18-11-2012,20-11-2012,-9.34,65,2103.64
Not Specified,0.0600,12.64,4.98,Express Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Bihar,Purnia,North,India,18-11-2012,19-11-2012,-6.86,41,529.78
Not Specified,0.0600,22.24,1.99,Express Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Karnataka,Tumkur,South,India,18-11-2012,20-11-2012,239.42,15,346.99
Medium,0.0001,53.98,5.50,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Gujarat,Surendranagar,West,India,18-11-2012,21-11-2012,598.18,25,1394.72
High,0.0300,70.97,3.50,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Madhya Pradesh,Rewa,West,India,19-11-2012,21-11-2012,408.73,71,5083.23
Low,0.0200,8.32,2.38,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Rewa,West,India,19-11-2012,23-11-2012,-31.20,3,31.86
Low,0.1000,49.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,19-11-2012,21-11-2012,-37.19,170,7945.90
Low,0.0300,880.98,44.55,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Rewa,West,India,19-11-2012,24-11-2012,7497.55,116,100119.16
High,0.0600,6.48,8.19,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Banka,North,India,19-11-2012,21-11-2012,-2609.71,12,80.85
High,0.0300,20.99,4.81,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Medium Box,Bihar,Banka,North,India,19-11-2012,20-11-2012,-0.43,26,480.51
High,0.0900,6.48,9.68,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Gaya,North,India,19-11-2012,21-11-2012,15.86,14,94.66
High,0.0300,70.97,3.50,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Chhattisgarh,Bilaspur,North,India,19-11-2012,21-11-2012,396.04,18,1288.71
Low,0.0200,8.32,2.38,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Chhattisgarh,Bilaspur,North,India,19-11-2012,23-11-2012,893.98,1,10.62
Low,0.1000,49.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Chhattisgarh,Bilaspur,North,India,19-11-2012,21-11-2012,25.73,43,2009.85
High,0.1000,15.74,1.39,Express Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Maharashtra,Raver,West,India,20-11-2012,21-11-2012,193.73,16,257.41
Medium,0.0800,46.94,6.77,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,Maharashtra,Raver,West,India,20-11-2012,21-11-2012,99.82,35,1623.05
High,0.0700,3.81,4.83,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Lucknow,North,India,21-11-2012,23-11-2012,21.17,28,106.29
High,0.0300,2.08,5.33,Express Air,Personel Usage,Preserved Food,Marmalade,Small Box,Maharashtra,Pune,West,India,21-11-2012,23-11-2012,1529.64,34,86.83
High,0.1000,30.56,2.99,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Bijnor,North,India,21-11-2012,22-11-2012,62.35,5,147.15
Not Specified,0.0001,73.98,12.14,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Bijnor,North,India,21-11-2012,22-11-2012,34.73,13,972.26
High,0.0500,7.30,7.72,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Samastipur,North,India,22-11-2012,23-11-2012,253.34,32,230.64
High,0.0001,6.81,5.48,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Karnataka,Mysore,South,India,22-11-2012,24-11-2012,-312.90,13,93.28
High,0.0600,22.98,4.50,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Maharashtra,Ramtek,West,India,24-11-2012,25-11-2012,576.11,42,983.69
High,0.1000,1.76,0.70,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Surat,West,India,25-11-2012,29-11-2012,10.29,20,33.53
Not Specified,0.0001,6783.02,24.49,Regular Air,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Large Box,Haryana,Karnal,North,India,27-11-2012,28-11-2012,2396.88,3,21366.51
High,0.0200,9.27,4.39,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Jharkhand,Dumka,North,India,27-11-2012,29-11-2012,71.43,29,272.98
High,0.0300,6.68,6.15,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Jharkhand,Dumka,North,India,27-11-2012,29-11-2012,5.65,10,73.81
High,0.1000,5.78,5.67,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Karnataka,Kolar,South,India,27-11-2012,30-11-2012,7.67,11,62.59
Critical,0.0300,9.65,6.22,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Gujarat,Rajkot,West,India,28-11-2012,29-11-2012,2.60,3,39.32
High,0.0800,5.58,0.70,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Rajkot,West,India,28-11-2012,30-11-2012,107.91,41,217.39
Medium,0.0800,18.70,8.99,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Tamil Nadu,Tirunelveli,South,India,29-11-2012,01-12-2012,115.13,11,208.20
High,0.0500,1.68,1.57,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Tamil Nadu,Tirunelveli,South,India,29-11-2012,01-12-2012,5.10,21,35.17
Low,0.0300,65.99,8.99,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Bihar,Jhanjharpur,North,India,03-12-2012,07-12-2012,-181.00,22,1234.44
Low,0.0300,65.99,5.92,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Bijnor,North,India,03-12-2012,10-12-2012,671.86,17,973.71
High,0.0300,2.08,1.49,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Bhagalpur,North,India,03-12-2012,05-12-2012,68.41,4,8.92
High,0.0001,2.18,7.09,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Bihar,Bhagalpur,North,India,03-12-2012,12-12-2012,-114.65,9,23.56
Not Specified,0.0900,205.99,2.50,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Karnataka,Bijapur,South,India,04-12-2012,06-12-2012,45.18,19,3118.15
High,0.0200,4.20,2.26,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Gujarat,Dahod,West,India,05-12-2012,12-12-2012,-18.17,13,59.22
High,0.0900,95.99,35.00,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Large Box,Madhya Pradesh,Rewa,West,India,06-12-2012,08-12-2012,-505.69,36,3466.20
